abs_path	label	detail
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_was_going_to_school_yesterday_when_I_fell_down_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_will_give_money_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_will_give_money_to_Jack_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_will_not_give_money_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_will_not_give_money_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_I_will_not_give_money_to_Jack_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_LOC_I_am_in_the_wilderness_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_LOC_friend_1s_inside_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_LOC_the_clouds_are_high-up_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN-ARVL_2s_inf_is_coming_01_02_03_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN-HM_1_pl_exl_are_going_home_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN-HM_3sg_inf_arrive_at_home_here_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_3rd_sg_inf_is_going_to_work_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_3s_inf_was_in_Yucanani_then_went_to_Mixtepec_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_I_am_walking_through_the_forest_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_I_passed_over_the_bridge_01_02_03_TS.xml	mixed	3 <u> elements, mixed structure: ['sentence', 'whole-utterance']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_dog_walk_towards_children_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_dogs_walk_PROG_away-from_eachother_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_the_elders_are_coming_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_the_elders_are_returning_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_the_elders_come_here_03_04_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_the_goat_jumped_over_the_armadillo_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_MTN_walk_then_go_left_then_go_right_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_QNTY_few_people_ate_01_02_03_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_QNTY_nobody_went_3rd_sg_form_home_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_I_heard_your_car_broke_down_ANS_yes_it_did_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_I_heard_your_car_broke_down_ANS_yes_it_did_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_WH-what_happened_to_your_car_2s_inf_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_WH_TEMP_what_time_want_2nd_sg_V_eat_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_WH_who_read_a_book_COMPL_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_Y-N_is_it_raining_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_Y-N_is_it_raining_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_Y-N_speak_2nd_sg_inf2_saa_savi_ANS_AFRM_speak_1st_sg_saa_savi_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_do_you_inf_see_me_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_do_you_inf_see_yourself_ANS_NEG_no_I_dont_see_myself_01_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_do_you_inf_see_yourself_ANS_yes_I_see_myself_01_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_do_you_speak_saa_savi_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_do_you_speak_saa_savi_ANS_NEG2_I_dont_speak_saa_savi_01_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_do_you_speak_saa_savi_ANS_NEG_I_dont_speak_saa_savi_01_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_do_you_speak_saa_savi_ANS_yes_I_speak_saa_savi_01_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_is_it_sunny_today_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_what_did_the_boys_eat_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_what_happened_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_where_did_Claudia_eat_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_who_killed_who_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_who_killed_who_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_Q_who_read_a_book_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_STV_there_is_nothing_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_TEMP_2nd_sg_inf_arrive_early_01_02_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_TEMP_SML_arrive_1st_pl_01_02_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_TEMP_leave_1st_sg_now_01_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_be-unhappy_worried_1s_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_boil_3pl_form_f_the_meat_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_chop_1s_yams_today_01_02_JS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_chop_1st_sg_Fut_yams_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_climb_CMPL_the_little_kid_LOC_on_the_rock_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_cockroach_beLOC_under_the_table_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_cross-3sinf_the_river_tomorrow_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_cross-3sinf_the_river_yesterday_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_cross_3s_inf_the_river_everyday_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_1s_FUT_beans_tomorrow_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_1s_tortillas_COMPL_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_1s_tortillas_IMP_01_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_1st_sg_FUT_NEG_breakfast_ADV_sunday_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_3s_inf_IMP_when_the_phone_rang_01_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_3s_inf_salt_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_CMPL_1s_this_tortilla_not_that_one_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_breakfast_1pl_excl_everyday_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_breakfast_1pl_incl_everyday_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_breakfast_1s_everyday_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_breakfast_2s_form_everyday_TS_01_02.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_breakfast_2s_inf_everyday_TS_01_02.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_breakfast_3pl_f_all_everyday_01_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_breakfast_3pl_inf_everyday_01_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_eat_breakfast_3s_inf_everyday_TS_01_02.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_everyone_went_3rd_pl_form_home_01_02_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_fish_swim_PRES_in_water_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_fly_beLOC_table_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_friend_1st_sg_LOC_outside_01_02_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_frog_LOC_bottom_of_the_basket_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_frog_LOC_middle_of_the_basket_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_frog_LOC_top_of_the_basket_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_give_2s_inf_FUT_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_grandmother-1s_loves_grandfather-1s_very_much_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_house_LOC_middle_of_the_hill_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_house_LOC_top_of_the_hill_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_it_is_hailing_01_02_JS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_it_rained_yesterday_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_jump_1st_sg_COMPL_on_the_bed_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_jump_1st_sg_FUT_DIR_over_there-CONJ_then_V_pee_1st_sg_FUT_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_jump_1st_sg_FUT_on_the_bed_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_jump_1st_sg_on_the_bed_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_lion_eats_squirrel_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_live_1s_at_home_still_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_live_at_home_1s_FUT_until_married_1s_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_load_2nd_sg_inf_wood_LOC_on_the_donkey_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_look_into_my_eyes_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_mother_1pl_name_is_Herminia_01_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_mother_aunts_1s_sew_clothes_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_my_car_broke_down_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_my_car_broke_down_03_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_my_siblings_are_older_than_I_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_my_siblings_do_not_live_at_home_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_nine_husbands_eat_salt_05_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_run_1s_CMPL_yesterday_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_run_1s_HAB_everyday_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_see_1s_you_2s-inf_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_she-grandmother_is_still_beautifull_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_siblings_1s_are_older_and_they_dont_live_at_home_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_someone_told_me_your_2s_inf_car_broke_down_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_someone_told_you_2s_inf_your_2s_inf_car_broke_down_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_someone_told_you_3pl_inf_your_2s_inf_car_broke_down_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_speak_1s_on_behalf_of_Pedro_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_stand_in_back_of_the_house_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_stand_in_front_of_the_house_01_02_03_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_stand_on_the_side_of_the_house_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_stay_at_FUT_home_tomorrow_1s_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_stay_at_FUT_home_tomorrow_3s_inf_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_stay_at_PRES_home_today_1s_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_stay_at_PST_home_the_other_day_1s_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_stay_at_PST_the_other_day_3s_inf_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_that_beautiful_woman_eats_chicken_1st_pl_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_that_beautiful_woman_eats_chicken_1st_sg_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_that_beautiful_woman_eats_the_chicken_02_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the-that_priest_hit_1st_sg_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_bat_fly_COMPL_get_up_out_of_COMPL_the_cave_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_bat_fly_COMPL_to_the_cave_enter_COMPL_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_bat_fly_FUT_into_the_cave_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_bat_fly_FUT_out_of_the_cave_01_02_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_bee_is_flying_around_the_tree_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_crow_is_flying_high_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_dog_is_walking_towards_the_kids_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_dogs_are_walking_away_from_eachother_01_02_03_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_hawk_fly_COMPL_in_front_of_1s_01_02_03_TS.xml	mixed	3 <u> elements, mixed structure: ['sentence', 'whole-utterance']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_hawk_fly_COMPL_infront_of_3s_inf_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_house_is_on_the_bottom_of_the_hill_01_02.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_little_kid_put_the_cat_up_in_the_tree_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_lizard_beLOC_in_the_boys_hand_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_owl_fly_COMPL_into_the_tree_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_red_and_yellow_bird_sings_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_squirrel_eats_the_lion_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_sun_shines_today_01_02_JS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/S_the_swallow_fly_away_COMPL_because_he_saw_a_vulcher_01_02_03_TS.xml	sentence	1 <u> elements, consistent structure
